Tempo(s),X(m),Y(m),Z(m),Roll(rad),Pitch(rad),Yaw(rad),VelX(m/s),VelY(m/s),VelLinear(m/s),VelAngular(rad/s),VelActEsquerda(m/s),VelActDireita(m/s)
20.300,1.7710,-0.5505,0.1387,-0.0013,-0.0012,-0.7541,0.0613,-0.0473,0.0775,-0.1586,1.0981,0.5598
20.350,1.7741,-0.5529,0.1387,-0.0013,-0.0012,-0.7620,0.0610,-0.0479,0.0775,-0.1586,1.0981,0.5598
20.400,1.7771,-0.5553,0.1387,-0.0013,-0.0012,-0.7699,0.0606,-0.0484,0.0775,-0.1585,1.0981,0.5598
20.450,1.7801,-0.5578,0.1387,-0.0013,-0.0012,-0.7778,0.0602,-0.0489,0.0776,-0.1585,1.0981,0.5598
20.500,1.7831,-0.5603,0.1387,-0.0013,-0.0012,-0.7858,0.0598,-0.0494,0.0776,-0.1585,1.0981,0.5598
20.550,1.7861,-0.5628,0.1387,-0.0013,-0.0012,-0.7937,0.0594,-0.0499,0.0776,-0.1584,1.0981,0.5598
20.600,1.7890,-0.5653,0.1387,-0.0013,-0.0012,-0.8016,0.0590,-0.0504,0.0776,-0.1584,1.0981,0.5598
20.650,1.7920,-0.5678,0.1387,-0.0014,-0.0012,-0.8095,0.0586,-0.0508,0.0776,-0.1585,1.0981,0.5598
20.700,1.7949,-0.5704,0.1387,-0.0014,-0.0012,-0.8175,0.0582,-0.0513,0.0776,-0.1585,1.0981,0.5598
20.750,1.7978,-0.5730,0.1387,-0.0014,-0.0012,-0.8254,0.0578,-0.0518,0.0776,-0.1585,1.0981,0.5598
20.800,1.8006,-0.5756,0.1387,-0.0014,-0.0012,-0.8333,0.0574,-0.0522,0.0776,-0.1586,1.0981,0.5598
20.850,1.8035,-0.5782,0.1387,-0.0014,-0.0011,-0.8412,0.0570,-0.0527,0.0776,-0.1586,1.0981,0.5598
20.900,1.8063,-0.5809,0.1387,-0.0014,-0.0011,-0.8492,0.0566,-0.0532,0.0776,-0.1586,1.0981,0.5598
20.950,1.8091,-0.5835,0.1387,-0.0014,-0.0011,-0.8571,0.0562,-0.0536,0.0776,-0.1587,1.0981,0.5598
21.000,1.8119,-0.5863,0.1387,-0.0014,-0.0011,-0.8650,0.0558,-0.0541,0.0777,-0.1587,1.0981,0.5598
21.050,1.8147,-0.5890,0.1387,-0.0014,-0.0011,-0.8730,0.0553,-0.0545,0.0777,-0.1587,1.0981,0.5598
21.100,1.8174,-0.5917,0.1387,-0.0014,-0.0011,-0.8809,0.0549,-0.0549,0.0776,-0.1587,1.0981,0.5598
21.150,1.8201,-0.5945,0.1387,-0.0014,-0.0011,-0.8888,0.0544,-0.0553,0.0776,-0.1586,1.0981,0.5598
21.200,1.8228,-0.5973,0.1387,-0.0015,-0.0011,-0.8968,0.0540,-0.0558,0.0776,-0.1586,1.0981,0.5598
21.250,1.8255,-0.6001,0.1387,-0.0015,-0.0010,-0.9047,0.0536,-0.0562,0.0776,-0.1586,1.0981,0.5598
21.300,1.8282,-0.6029,0.1387,-0.0015,-0.0010,-0.9126,0.0531,-0.0566,0.0776,-0.1587,1.0981,0.5598
21.350,1.8308,-0.6058,0.1387,-0.0014,-0.0010,-0.9206,0.0529,-0.0573,0.0780,-0.1588,1.0981,0.5598
21.400,1.8334,-0.6087,0.1387,-0.0014,-0.0009,-0.9285,0.0522,-0.0575,0.0777,-0.1588,1.0981,0.5598
21.450,1.8360,-0.6115,0.1387,-0.0015,-0.0010,-0.9365,0.0517,-0.0576,0.0774,-0.1589,1.0981,0.5598
21.500,1.8386,-0.6145,0.1387,-0.0014,-0.0009,-0.9444,0.0516,-0.0587,0.0781,-0.1587,1.0981,0.5598
21.550,1.8411,-0.6174,0.1387,-0.0014,-0.0009,-0.9524,0.0509,-0.0588,0.0778,-0.1590,1.0981,0.5598
21.600,1.8437,-0.6204,0.1387,-0.0014,-0.0009,-0.9603,0.0504,-0.0591,0.0777,-0.1590,1.0981,0.5598
21.650,1.8462,-0.6233,0.1387,-0.0014,-0.0009,-0.9683,0.0498,-0.0594,0.0775,-0.1590,1.0981,0.5598
21.700,1.8486,-0.6263,0.1387,-0.0015,-0.0009,-0.9762,0.0491,-0.0595,0.0771,-0.1591,1.0981,0.5598
21.750,1.8511,-0.6293,0.1387,-0.0016,-0.0009,-0.9842,0.0488,-0.0601,0.0774,-0.1593,1.0981,0.5598
21.800,1.8535,-0.6323,0.1387,-0.0016,-0.0009,-0.9921,0.0484,-0.0605,0.0775,-0.1593,1.0981,0.5598
21.850,1.8559,-0.6354,0.1387,-0.0016,-0.0009,-1.0001,0.0479,-0.0609,0.0775,-0.1593,1.0981,0.5598
21.900,1.8582,-0.6385,0.1387,-0.0016,-0.0009,-1.0081,0.0475,-0.0613,0.0776,-0.1593,1.0981,0.5598
21.950,1.8606,-0.6415,0.1387,-0.0016,-0.0009,-1.0160,0.0470,-0.0617,0.0776,-0.1592,1.0981,0.5598
22.000,1.8629,-0.6446,0.1387,-0.0016,-0.0009,-1.0240,0.0465,-0.0621,0.0776,-0.1591,1.0981,0.5598
22.050,1.8652,-0.6478,0.1387,-0.0016,-0.0009,-1.0319,0.0460,-0.0625,0.0776,-0.1590,1.0981,0.5598
22.100,1.8675,-0.6509,0.1387,-0.0016,-0.0008,-1.0399,0.0455,-0.0628,0.0776,-0.1589,1.0981,0.5598
22.150,1.8697,-0.6541,0.1387,-0.0016,-0.0008,-1.0478,0.0450,-0.0632,0.0776,-0.1588,1.0981,0.5598
22.200,1.8720,-0.6573,0.1387,-0.0016,-0.0008,-1.0558,0.0445,-0.0636,0.0776,-0.1587,1.0981,0.5598
22.250,1.8742,-0.6604,0.1387,-0.0016,-0.0008,-1.0637,0.0440,-0.0639,0.0776,-0.1586,1.0981,0.5598
22.300,1.8763,-0.6637,0.1387,-0.0016,-0.0008,-1.0716,0.0434,-0.0643,0.0776,-0.1585,1.0981,0.5598
22.350,1.8785,-0.6669,0.1387,-0.0016,-0.0008,-1.0795,0.0429,-0.0646,0.0776,-0.1585,1.0981,0.5598
22.400,1.8806,-0.6701,0.1387,-0.0016,-0.0008,-1.0875,0.0424,-0.0650,0.0776,-0.1584,1.0981,0.5598
22.450,1.8827,-0.6734,0.1387,-0.0016,-0.0008,-1.0954,0.0419,-0.0653,0.0776,-0.1584,1.4137,0.9938
22.500,1.8854,-0.6778,0.1387,-0.0018,-0.0008,-1.1031,0.0544,-0.0887,0.1040,-0.1548,1.4137,0.9938
22.550,1.8883,-0.6828,0.1387,-0.0016,-0.0007,-1.1096,0.0571,-0.0986,0.1139,-0.1296,1.4137,0.9938
22.600,1.8910,-0.6878,0.1387,-0.0017,-0.0007,-1.1158,0.0556,-0.1004,0.1148,-0.1234,1.4137,0.9938
22.650,1.8938,-0.6929,0.1387,-0.0017,-0.0007,-1.1218,0.0548,-0.1014,0.1153,-0.1214,1.4137,0.9938
22.700,1.8965,-0.6980,0.1387,-0.0017,-0.0007,-1.1279,0.0541,-0.1018,0.1153,-0.1211,1.4137,0.9938
22.750,1.8992,-0.7031,0.1387,-0.0017,-0.0007,-1.1340,0.0535,-0.1020,0.1152,-0.1214,1.4137,0.9938
22.800,1.9018,-0.7082,0.1387,-0.0017,-0.0007,-1.1401,0.0529,-0.1022,0.1151,-0.1219,1.4137,0.9938
22.850,1.9044,-0.7133,0.1387,-0.0016,-0.0006,-1.1462,0.0524,-0.1025,0.1151,-0.1225,1.4137,0.9938
22.900,1.9070,-0.7184,0.1387,-0.0016,-0.0006,-1.1523,0.0517,-0.1025,0.1148,-0.1225,1.4137,0.9938
22.950,1.9096,-0.7235,0.1387,-0.0017,-0.0006,-1.1584,0.0512,-0.1027,0.1147,-0.1229,1.4137,0.9938
23.000,1.9121,-0.7287,0.1387,-0.0017,-0.0006,-1.1646,0.0506,-0.1031,0.1148,-0.1235,1.4137,0.9938
23.050,1.9146,-0.7339,0.1387,-0.0017,-0.0006,-1.1708,0.0500,-0.1033,0.1148,-0.1236,1.4137,0.9938
23.100,1.9171,-0.7390,0.1387,-0.0017,-0.0006,-1.1770,0.0494,-0.1036,0.1148,-0.1236,1.4137,0.9938
23.150,1.9195,-0.7442,0.1387,-0.0017,-0.0006,-1.1832,0.0487,-0.1039,0.1148,-0.1236,1.4137,0.9938
23.200,1.9219,-0.7494,0.1387,-0.0017,-0.0006,-1.1893,0.0481,-0.1042,0.1147,-0.1237,1.4137,0.9938
23.250,1.9243,-0.7547,0.1387,-0.0017,-0.0006,-1.1955,0.0475,-0.1045,0.1147,-0.1237,1.4137,0.9938
23.300,1.9266,-0.7599,0.1387,-0.0017,-0.0006,-1.2017,0.0468,-0.1048,0.1147,-0.1238,1.4137,0.9938
23.350,1.9289,-0.7652,0.1387,-0.0017,-0.0006,-1.2079,0.0462,-0.1050,0.1147,-0.1238,1.4137,0.9938
23.400,1.9312,-0.7704,0.1387,-0.0017,-0.0005,-1.2141,0.0455,-0.1053,0.1147,-0.1238,1.4137,0.9938
23.450,1.9335,-0.7757,0.1387,-0.0017,-0.0005,-1.2203,0.0449,-0.1056,0.1147,-0.1239,1.4137,0.9938
23.500,1.9357,-0.7810,0.1387,-0.0017,-0.0005,-1.2265,0.0442,-0.1059,0.1147,-0.1239,1.4137,0.9938
23.550,1.9378,-0.7863,0.1387,-0.0017,-0.0005,-1.2327,0.0436,-0.1061,0.1147,-0.1239,1.4137,0.9938
23.600,1.9400,-0.7916,0.1387,-0.0017,-0.0005,-1.2389,0.0429,-0.1064,0.1147,-0.1238,1.4137,0.9938
23.650,1.9421,-0.7970,0.1387,-0.0017,-0.0005,-1.2451,0.0423,-0.1067,0.1147,-0.1238,1.4137,0.9938
23.700,1.9442,-0.8023,0.1387,-0.0017,-0.0005,-1.2512,0.0416,-0.1069,0.1147,-0.1238,1.4137,0.9938
23.750,1.9462,-0.8077,0.1387,-0.0017,-0.0005,-1.2574,0.0409,-0.1072,0.1147,-0.1238,1.4137,0.9938
23.800,1.9482,-0.8130,0.1387,-0.0017,-0.0005,-1.2636,0.0403,-0.1074,0.1147,-0.1237,1.4137,0.9938
23.850,1.9502,-0.8184,0.1387,-0.0017,-0.0004,-1.2698,0.0396,-0.1077,0.1147,-0.1237,1.4137,0.9938
23.900,1.9522,-0.8238,0.1387,-0.0017,-0.0004,-1.2760,0.0389,-0.1079,0.1147,-0.1237,1.4137,0.9938
23.950,1.9541,-0.8292,0.1387,-0.0017,-0.0004,-1.2822,0.0383,-0.1081,0.1147,-0.1237,1.4137,0.9938
24.000,1.9560,-0.8346,0.1387,-0.0017,-0.0004,-1.2884,0.0376,-0.1084,0.1147,-0.1237,1.4137,0.9938
24.050,1.9578,-0.8401,0.1387,-0.0017,-0.0004,-1.2946,0.0369,-0.1086,0.1147,-0.1237,1.4137,0.9938
24.100,1.9596,-0.8455,0.1387,-0.0017,-0.0004,-1.3007,0.0362,-0.1088,0.1147,-0.1237,1.4137,0.9938
24.150,1.9614,-0.8510,0.1387,-0.0017,-0.0004,-1.3069,0.0356,-0.1090,0.1147,-0.1237,1.4137,0.9938
24.200,1.9631,-0.8564,0.1387,-0.0017,-0.0004,-1.3131,0.0349,-0.1093,0.1147,-0.1237,1.4137,0.9938
24.250,1.9649,-0.8619,0.1387,-0.0017,-0.0004,-1.3193,0.0342,-0.1095,0.1147,-0.1237,1.4137,0.9938
24.300,1.9665,-0.8674,0.1387,-0.0017,-0.0004,-1.3255,0.0335,-0.1097,0.1147,-0.1237,1.4137,0.9938
24.350,1.9682,-0.8729,0.1387,-0.0017,-0.0003,-1.3317,0.0328,-0.1099,0.1147,-0.1237,1.4137,0.9938
24.400,1.9698,-0.8784,0.1387,-0.0017,-0.0003,-1.3378,0.0322,-0.1101,0.1147,-0.1237,1.4137,0.9938
24.450,1.9714,-0.8839,0.1387,-0.0017,-0.0003,-1.3440,0.0315,-0.1103,0.1147,-0.1237,1.4137,0.9938
24.500,1.9729,-0.8894,0.1387,-0.0017,-0.0003,-1.3502,0.0308,-0.1105,0.1147,-0.1237,1.4137,0.9938
24.550,1.9744,-0.8950,0.1387,-0.0017,-0.0003,-1.3564,0.0301,-0.1107,0.1147,-0.1237,1.4137,0.9938
24.600,1.9759,-0.9005,0.1387,-0.0017,-0.0003,-1.3626,0.0294,-0.1109,0.1147,-0.1238,1.4137,0.9938
24.650,1.9773,-0.9061,0.1387,-0.0017,-0.0003,-1.3688,0.0287,-0.1111,0.1147,-0.1238,1.4137,0.9938
24.700,1.9787,-0.9116,0.1387,-0.0017,-0.0003,-1.3750,0.0281,-0.1113,0.1147,-0.1238,1.4137,0.9938
24.750,1.9801,-0.9172,0.1387,-0.0017,-0.0003,-1.3812,0.0274,-0.1114,0.1147,-0.1237,1.4137,0.9938
24.800,1.9814,-0.9228,0.1387,-0.0018,-0.0002,-1.3874,0.0267,-0.1113,0.1145,-0.1242,1.4137,0.9938
24.850,1.9827,-0.9283,0.1387,-0.0018,-0.0002,-1.3936,0.0260,-0.1115,0.1145,-0.1241,1.4137,0.9938
24.900,1.9840,-0.9339,0.1387,-0.0018,-0.0002,-1.3998,0.0253,-0.1117,0.1145,-0.1241,1.4137,0.9938
24.950,1.9852,-0.9395,0.1387,-0.0018,-0.0002,-1.4060,0.0246,-0.1119,0.1145,-0.1242,0.5157,1.4348
25.000,1.9863,-0.9452,0.1387,-0.0017,-0.0002,-1.4065,0.0218,-0.1136,0.1157,-0.0109,0.5157,1.4348
25.050,1.9871,-0.9506,0.1387,-0.0016,-0.0002,-1.3988,0.0150,-0.1079,0.1089,0.1541,0.5157,1.4348
25.100,1.9875,-0.9556,0.1387,-0.0017,-0.0003,-1.3865,0.0100,-0.1006,0.1011,0.2463,0.5157,1.4348
25.150,1.9879,-0.9607,0.1387,-0.0017,-0.0003,-1.3732,0.0077,-0.1007,0.1010,0.2667,0.5157,1.4348
25.200,1.9883,-0.9657,0.1387,-0.0018,-0.0003,-1.3593,0.0076,-0.1009,0.1012,0.2769,0.5157,1.4348
25.250,1.9887,-0.9708,0.1387,-0.0018,-0.0003,-1.3453,0.0084,-0.1009,0.1012,0.2811,0.5157,1.4348
25.300,1.9892,-0.9758,0.1387,-0.0017,-0.0003,-1.3312,0.0100,-0.1010,0.1015,0.2815,0.5157,1.4348
25.350,1.9898,-0.9808,0.1387,-0.0018,-0.0004,-1.3173,0.0117,-0.1002,0.1009,0.2778,0.5157,1.4348
25.400,1.9905,-0.9858,0.1387,-0.0018,-0.0004,-1.3035,0.0135,-0.1002,0.1011,0.2752,0.5157,1.4348
25.450,1.9913,-0.9908,0.1387,-0.0018,-0.0004,-1.2899,0.0151,-0.0999,0.1010,0.2724,0.5157,1.4348
25.500,1.9921,-0.9958,0.1387,-0.0018,-0.0005,-1.2763,0.0166,-0.0997,0.1011,0.2720,0.5157,1.4348
25.550,1.9930,-1.0008,0.1387,-0.0018,-0.0005,-1.2627,0.0180,-0.0995,0.1011,0.2718,0.5157,1.4348
25.600,1.9940,-1.0057,0.1387,-0.0017,-0.0005,-1.2492,0.0194,-0.0992,0.1011,0.2717,0.5157,1.4348
25.650,1.9950,-1.0107,0.1387,-0.0017,-0.0005,-1.2356,0.0208,-0.0990,0.1011,0.2715,0.5157,1.4348
25.700,1.9961,-1.0156,0.1387,-0.0017,-0.0006,-1.2220,0.0222,-0.0987,0.1011,0.2714,0.5157,1.4348
25.750,1.9973,-1.0205,0.1387,-0.0017,-0.0006,-1.2084,0.0235,-0.0984,0.1012,0.2713,0.5157,1.4348
25.800,1.9985,-1.0254,0.1387,-0.0017,-0.0006,-1.1949,0.0249,-0.0980,0.1012,0.2712,0.5157,1.4348
25.850,1.9998,-1.0303,0.1387,-0.0017,-0.0006,-1.1813,0.0262,-0.0977,0.1012,0.2711,0.5157,1.4348
25.900,2.0012,-1.0352,0.1387,-0.0017,-0.0007,-1.1678,0.0276,-0.0974,0.1012,0.2710,0.5157,1.4348
25.950,2.0027,-1.0400,0.1387,-0.0017,-0.0007,-1.1542,0.0289,-0.0970,0.1012,0.2709,0.5157,1.4348
26.000,2.0042,-1.0449,0.1387,-0.0017,-0.0007,-1.1407,0.0302,-0.0966,0.1013,0.2708,0.5157,1.4348
26.050,2.0057,-1.0497,0.1387,-0.0017,-0.0007,-1.1272,0.0316,-0.0962,0.1013,0.2708,0.5157,1.4348
26.100,2.0074,-1.0545,0.1387,-0.0017,-0.0007,-1.1136,0.0329,-0.0958,0.1013,0.2708,0.5157,1.4348
26.150,2.0091,-1.0593,0.1387,-0.0017,-0.0008,-1.1001,0.0342,-0.0954,0.1013,0.2708,0.5157,1.4348
26.200,2.0109,-1.0640,0.1387,-0.0016,-0.0008,-1.0865,0.0355,-0.0949,0.1013,0.2708,0.5157,1.4348
26.250,2.0127,-1.0687,0.1387,-0.0016,-0.0008,-1.0730,0.0367,-0.0944,0.1013,0.2708,0.5157,1.4348
26.300,2.0146,-1.0734,0.1387,-0.0016,-0.0008,-1.0595,0.0380,-0.0939,0.1013,0.2708,0.5157,1.4348
26.350,2.0166,-1.0781,0.1387,-0.0016,-0.0009,-1.0459,0.0393,-0.0934,0.1013,0.2708,0.5157,1.4348
26.400,2.0186,-1.0827,0.1387,-0.0016,-0.0009,-1.0324,0.0405,-0.0928,0.1013,0.2708,0.5157,1.4348
26.450,2.0207,-1.0873,0.1387,-0.0016,-0.0009,-1.0189,0.0418,-0.0923,0.1013,0.2708,0.5157,1.4348
26.500,2.0228,-1.0919,0.1387,-0.0016,-0.0009,-1.0053,0.0430,-0.0917,0.1013,0.2708,0.5157,1.4348
26.550,2.0251,-1.0965,0.1387,-0.0016,-0.0009,-0.9918,0.0443,-0.0911,0.1013,0.2708,0.5157,1.4348
26.600,2.0273,-1.1010,0.1387,-0.0015,-0.0010,-0.9782,0.0455,-0.0905,0.1013,0.2708,0.5157,1.4348
26.650,2.0297,-1.1055,0.1387,-0.0015,-0.0010,-0.9647,0.0467,-0.0899,0.1013,0.2708,0.5157,1.4348
26.700,2.0321,-1.1100,0.1387,-0.0015,-0.0010,-0.9512,0.0479,-0.0892,0.1013,0.2708,0.5157,1.4348
26.750,2.0345,-1.1144,0.1387,-0.0015,-0.0010,-0.9376,0.0491,-0.0886,0.1013,0.2708,0.5157,1.4348
26.800,2.0370,-1.1188,0.1387,-0.0015,-0.0010,-0.9241,0.0503,-0.0879,0.1013,0.2708,0.5157,1.4348
26.850,2.0396,-1.1232,0.1387,-0.0015,-0.0011,-0.9106,0.0515,-0.0872,0.1013,0.2708,0.5157,1.4348
26.900,2.0423,-1.1275,0.1387,-0.0015,-0.0011,-0.8970,0.0527,-0.0865,0.1013,0.2708,0.5157,1.4348
26.950,2.0449,-1.1318,0.1387,-0.0015,-0.0011,-0.8835,0.0539,-0.0858,0.1013,0.2708,0.5157,1.4348
27.000,2.0477,-1.1360,0.1387,-0.0014,-0.0011,-0.8699,0.0550,-0.0851,0.1013,0.2708,0.5157,1.4348
27.050,2.0505,-1.1402,0.1387,-0.0014,-0.0011,-0.8564,0.0562,-0.0843,0.1013,0.2708,0.5157,1.4348
27.100,2.0534,-1.1444,0.1387,-0.0014,-0.0012,-0.8429,0.0573,-0.0836,0.1013,0.2708,0.5157,1.4348
27.150,2.0563,-1.1486,0.1387,-0.0014,-0.0012,-0.8293,0.0584,-0.0828,0.1013,0.2708,0.5157,1.4348
27.200,2.0593,-1.1527,0.1387,-0.0014,-0.0012,-0.8158,0.0595,-0.0820,0.1013,0.2708,0.5157,1.4348
27.250,2.0623,-1.1567,0.1387,-0.0014,-0.0012,-0.8022,0.0606,-0.0812,0.1013,0.2708,0.5157,1.4348
27.300,2.0654,-1.1607,0.1387,-0.0013,-0.0012,-0.7887,0.0618,-0.0803,0.1013,0.2708,0.5157,1.4348
27.350,2.0685,-1.1647,0.1387,-0.0013,-0.0013,-0.7752,0.0629,-0.0795,0.1013,0.2706,0.5157,1.4348
27.400,2.0717,-1.1686,0.1387,-0.0013,-0.0013,-0.7617,0.0639,-0.0786,0.1013,0.2704,0.5157,1.4348
27.450,2.0750,-1.1725,0.1387,-0.0013,-0.0013,-0.7481,0.0649,-0.0777,0.1013,0.2703,1.1585,1.0917
27.500,2.0781,-1.1761,0.1387,-0.0012,-0.0012,-0.7400,0.0627,-0.0712,0.0949,0.1622,1.1585,1.0917
27.550,2.0816,-1.1796,0.1387,-0.0013,-0.0013,-0.7382,0.0702,-0.0710,0.0998,0.0368,1.1585,1.0917
27.600,2.0856,-1.1833,0.1387,-0.0013,-0.0013,-0.7390,0.0797,-0.0733,0.1083,-0.0170,1.1585,1.0917
27.650,2.0897,-1.1869,0.1387,-0.0013,-0.0013,-0.7400,0.0817,-0.0722,0.1090,-0.0201,1.1585,1.0917
27.700,2.0938,-1.1905,0.1387,-0.0013,-0.0013,-0.7410,0.0819,-0.0718,0.1090,-0.0197,1.1585,1.0917
27.750,2.0979,-1.1941,0.1387,-0.0012,-0.0012,-0.7420,0.0819,-0.0720,0.1090,-0.0193,1.1585,1.0917
27.800,2.1019,-1.1977,0.1387,-0.0012,-0.0012,-0.7430,0.0815,-0.0721,0.1088,-0.0196,1.1585,1.0917
27.850,2.1060,-1.2013,0.1387,-0.0012,-0.0012,-0.7440,0.0814,-0.0724,0.1089,-0.0197,1.1585,1.0917
27.900,2.1101,-1.2050,0.1387,-0.0013,-0.0012,-0.7450,0.0811,-0.0727,0.1089,-0.0198,1.1585,1.0917
27.950,2.1141,-1.2086,0.1387,-0.0013,-0.0012,-0.7459,0.0810,-0.0729,0.1090,-0.0199,1.1585,1.0917
28.000,2.1182,-1.2123,0.1387,-0.0013,-0.0012,-0.7469,0.0808,-0.0731,0.1090,-0.0199,1.1585,1.0917
28.050,2.1222,-1.2159,0.1387,-0.0013,-0.0012,-0.7479,0.0807,-0.0733,0.1090,-0.0199,1.1585,1.0917
28.100,2.1262,-1.2196,0.1387,-0.0013,-0.0012,-0.7489,0.0806,-0.0734,0.1090,-0.0199,1.1585,1.0917
28.150,2.1303,-1.2233,0.1387,-0.0013,-0.0012,-0.7499,0.0805,-0.0735,0.1090,-0.0199,1.1585,1.0917
28.200,2.1343,-1.2269,0.1387,-0.0013,-0.0012,-0.7509,0.0804,-0.0736,0.1090,-0.0199,1.1585,1.0917
28.250,2.1383,-1.2306,0.1387,-0.0013,-0.0012,-0.7519,0.0803,-0.0737,0.1090,-0.0199,1.1585,1.0917
28.300,2.1423,-1.2343,0.1387,-0.0013,-0.0012,-0.7529,0.0802,-0.0738,0.1090,-0.0199,1.1585,1.0917
28.350,2.1463,-1.2380,0.1387,-0.0013,-0.0012,-0.7539,0.0801,-0.0739,0.1090,-0.0199,1.1585,1.0917
28.400,2.1503,-1.2417,0.1387,-0.0013,-0.0012,-0.7549,0.0801,-0.0740,0.1090,-0.0199,1.1585,1.0917
28.450,2.1543,-1.2454,0.1387,-0.0013,-0.0012,-0.7559,0.0800,-0.0741,0.1090,-0.0199,1.1585,1.0917
28.500,2.1583,-1.2491,0.1387,-0.0013,-0.0012,-0.7569,0.0799,-0.0742,0.1090,-0.0199,1.1585,1.0917
28.550,2.1623,-1.2528,0.1387,-0.0013,-0.0012,-0.7579,0.0798,-0.0743,0.1090,-0.0199,1.1585,1.0917
28.600,2.1663,-1.2566,0.1387,-0.0013,-0.0012,-0.7589,0.0798,-0.0743,0.1090,-0.0199,1.1585,1.0917
28.650,2.1703,-1.2603,0.1387,-0.0013,-0.0012,-0.7599,0.0797,-0.0744,0.1090,-0.0199,1.1585,1.0917
28.700,2.1743,-1.2640,0.1387,-0.0013,-0.0012,-0.7609,0.0796,-0.0745,0.1090,-0.0199,1.1585,1.0917
28.750,2.1782,-1.2677,0.1387,-0.0013,-0.0012,-0.7619,0.0795,-0.0746,0.1090,-0.0199,1.1585,1.0917
28.800,2.1822,-1.2715,0.1387,-0.0013,-0.0012,-0.7629,0.0795,-0.0747,0.1090,-0.0199,1.1585,1.0917
28.850,2.1862,-1.2752,0.1387,-0.0013,-0.0012,-0.7639,0.0794,-0.0747,0.1090,-0.0199,1.1585,1.0917
28.900,2.1901,-1.2789,0.1387,-0.0013,-0.0012,-0.7649,0.0793,-0.0748,0.1090,-0.0199,1.1585,1.0917
28.950,2.1941,-1.2827,0.1387,-0.0013,-0.0012,-0.7659,0.0792,-0.0749,0.1090,-0.0199,1.1585,1.0917
29.000,2.1981,-1.2864,0.1387,-0.0013,-0.0012,-0.7669,0.0792,-0.0750,0.1090,-0.0199,1.1585,1.0917
29.050,2.2020,-1.2902,0.1387,-0.0013,-0.0012,-0.7679,0.0791,-0.0750,0.1090,-0.0199,1.1585,1.0917
29.100,2.2060,-1.2940,0.1387,-0.0013,-0.0012,-0.7689,0.0790,-0.0751,0.1090,-0.0199,1.1585,1.0917
29.150,2.2099,-1.2977,0.1387,-0.0013,-0.0012,-0.7699,0.0789,-0.0752,0.1090,-0.0199,1.1585,1.0917
29.200,2.2139,-1.3015,0.1387,-0.0013,-0.0012,-0.7709,0.0789,-0.0753,0.1090,-0.0199,1.1585,1.0917
29.250,2.2178,-1.3052,0.1387,-0.0013,-0.0012,-0.7719,0.0788,-0.0754,0.1090,-0.0199,1.1585,1.0917
29.300,2.2217,-1.3090,0.1387,-0.0013,-0.0012,-0.7729,0.0787,-0.0754,0.1090,-0.0199,1.1585,1.0917
29.350,2.2257,-1.3128,0.1387,-0.0013,-0.0012,-0.7739,0.0786,-0.0755,0.1090,-0.0199,1.1585,1.0917
29.400,2.2296,-1.3166,0.1387,-0.0013,-0.0012,-0.7749,0.0786,-0.0756,0.1090,-0.0199,1.1585,1.0917
29.450,2.2335,-1.3204,0.1387,-0.0013,-0.0012,-0.7759,0.0785,-0.0757,0.1090,-0.0199,1.1585,1.0917
29.500,2.2374,-1.3241,0.1387,-0.0013,-0.0012,-0.7769,0.0784,-0.0758,0.1090,-0.0199,1.1585,1.0917
29.550,2.2413,-1.3279,0.1387,-0.0013,-0.0012,-0.7779,0.0783,-0.0758,0.1090,-0.0199,1.1585,1.0917
29.600,2.2453,-1.3317,0.1387,-0.0013,-0.0012,-0.7788,0.0783,-0.0759,0.1090,-0.0199,1.1585,1.0917
29.650,2.2492,-1.3355,0.1387,-0.0013,-0.0012,-0.7798,0.0782,-0.0760,0
